iter	Passed	Remaining
799	12382	3095
800	12396	3079
801	12410	3063
802	12422	3047
803	12438	3032
804	12451	3016
805	12467	3000
806	12482	2985
807	12497	2969
808	12510	2953
809	12524	2937
810	12540	2922
811	12552	2906
812	12565	2890
813	12577	2874
814	12593	2858
815	12608	2843
816	12622	2827
817	12635	2811
818	12648	2795
819	12661	2779
820	12678	2764
821	12694	2748
822	12707	2732
823	12720	2717
824	12734	2701
825	12748	2685
826	12762	2669
827	12776	2653
828	12788	2637
829	12802	2622
830	12816	2606
831	12828	2590
832	12841	2574
833	12854	2558
834	12870	2543
835	12883	2527
836	12895	2511
837	12908	2495
838	12921	2479
839	12935	2463
840	12947	2447
841	12963	2432
842	12978	2417
843	12993	2401
844	13007	2386
845	13019	2370
846	13033	2354
847	13048	2338
848	13063	2323
849	13076	2307
850	13091	2292
851	13105	2276
852	13119	2260
853	13132	2245
854	13144	2229
855	13157	2213
856	13172	2197
857	13186	2182
858	13201	2166
859	13215	2151
860	13229	2135
861	13241	2119
862	13257	2104
863	13271	2089
864	13286	2073
865	13300	2058
866	13315	2042
867	13330	2027
868	13344	2011
869	13356	1995
870	13371	1980
871	13383	1964
872	13398	1949
873	13413	1933
874	13428	1918
875	13442	1902
876	13456	1887
877	13469	1871
878	13484	1856
879	13498	1840
880	13511	1825
881	13526	1809
882	13541	1794
883	13557	1779
884	13571	1763
885	13586	1748
886	13599	1732
887	13615	1717
888	13630	1701
889	13644	1686
890	13658	1670
891	13674	1655
892	13689	1640
893	13704	1624
894	13718	1609
895	13731	1593
896	13745	1578
897	13758	1562
898	13771	1547
899	13785	1531
900	13800	1516
901	13814	1500
902	13830	1485
903	13843	1470
904	13857	1454
905	13871	1439
906	13887	1423
907	13900	1408
908	13913	1392
909	13926	1377
910	13942	1362
911	13957	1346
912	13969	1331
913	13982	1315
914	13996	1300
915	14012	1285
916	14024	1269
917	14040	1254
918	14057	1238
919	14070	1223
920	14085	1208
921	14099	1192
922	14114	1177
923	14129	1162
924	14142	1146
925	14156	1131
926	14170	1115
927	14186	1100
928	14202	1085
929	14217	1070
930	14230	1054
931	14246	1039
932	14261	1024
933	14275	1008
934	14288	993
935	14303	977
936	14317	962
937	14331	947
938	14346	932
939	14361	916
940	14379	901
941	14393	886
942	14406	870
943	14421	855
944	14437	840
945	14451	824
946	14465	809
947	14478	794
948	14493	778
949	14509	763
950	14524	748
951	14538	733
952	14552	717
953	14565	702
954	14580	687
955	14593	671
956	14607	656
957	14619	640
958	14635	625
959	14650	610
960	14665	595
961	14680	579
962	14698	564
963	14726	549
964	14749	534
965	14765	519
966	14785	504
967	14800	489
968	14815	473
969	14833	458
970	14848	443
971	14864	428
972	14880	412
973	14897	397
974	14914	382
975	14929	367
976	14947	351
977	14964	336
978	14981	321
979	14997	306
980	15015	290
981	15030	275
982	15045	260
983	15063	244
984	15078	229
985	15095	214
986	15111	199
987	15127	183
988	15143	168
989	15160	153
990	15177	137
991	15191	122
992	15207	107
993	15223	91
994	15240	76
995	15255	61
996	15272	45
997	15287	30
998	15301	15
999	15319	0
